-4.650944 -1.387354 -0.004788
-4.100619 4.215103 -0.206294
4.859392 -4.273262 -0.098296
8.885282 -2.670763 0.127135
3.181847 -2.212267 0.315226
-3.078075 -2.443968 0.151330
3.113816 -1.775872 0.455520
4.870934 2.088274 -0.042889
7.666520 -5.167907 0.128050
0.220106 2.620116 -0.127431
1.055268 -2.266244 -0.353178
1.322398 6.383770 0.004768
-3.341690 -5.293957 -0.066145
1.596858 -3.174146 -0.061270
-0.023223 -4.427934 0.254468
-5.371514 10.450495 -0.127200
3.868545 5.001622 -0.064679
8.551802 -0.999784 0.060496
4.429390 -3.928052 0.102976
14.331668 14.523016 0.119289
11.009844 -0.354938 0.026653
-17.747085 2.239941 0.223409
-0.473563 -2.658769 0.251840
1.299098 0.089598 0.314267
-2.544662 -11.700229 0.000497
2.444941 0.736131 0.356845
-1.554639 -1.090750 0.120206
2.762712 1.967765 -0.131408
17.765323 -2.279931 -0.130570
1.970286 0.387755 -0.059715
-12.174872 0.852085 0.104707
-7.233999 0.152215 0.740990
-4.470250 5.949004 -0.461394
0.635874 4.088111 -0.162526
-6.190737 2.769910 0.426707
2.204213 6.883596 0.381069
0.990218 0.337776 0.551427
12.482745 -4.608068 -0.243879
3.946536 -3.900499 -0.040485
-0.846335 5.816786 0.046912
21.690655 11.265853 0.185180
-5.733307 -0.272163 -0.115158
-7.016601 -6.170177 0.070414
6.270662 -5.967872 0.113768
3.678397 -3.831583 0.279872
5.041927 -3.054693 -0.398129
0.415076 -1.985903 0.192837
-3.691354 0.261852 -0.083875
-1.991299 13.339680 0.145302
1.781364 -19.834945 0.127880
8.715693 10.539746 -0.180644
-0.563166 6.598907 -0.115717
2.338566 -8.277144 -0.205647
1.801609 2.798413 0.065737
7.048609 1.859984 0.039947
-5.316847 9.683481 -0.004842
4.142622 3.178818 0.050515
11.192442 -6.616114 0.023637
-3.316950 10.391594 0.145936
-0.161423 2.110202 0.168713
1.534210 -2.318278 -0.290156
-5.253370 3.763756 0.179604
-4.315519 -1.852403 0.503678
-6.253796 -9.335414 -0.014282
-5.754837 3.074512 0.024150
2.487069 8.490745 -0.158557
0.465336 -3.799775 -0.296843
-3.264104 8.969468 0.174078
-1.778067 -17.727943 -0.026773
-17.375366 12.802402 0.058426
0.662550 -5.671464 0.244279
-13.297025 9.569385 -0.106918
9.042545 4.504213 0.378448
2.725117 5.905770 -0.262942
-10.981405 12.396497 0.234293
-3.465247 5.394855 0.036184
-0.364483 -14.125698 -0.112538
-5.435504 -10.367802 0.165056
-2.266240 -5.625718 -0.173001
-17.528594 -9.502108 0.722186
-2.607993 -11.710029 0.125828
1.742782 -2.030270 0.168872
4.447904 -2.816503 -0.180133
3.348242 -6.326684 0.462863
2.783279 -4.742794 -0.175698
-0.972544 -0.809305 0.304666
-1.160639 -0.839956 -0.137192
2.412894 -5.869595 -0.058186
-0.571603 4.015245 0.014378
15.914448 2.025091 -0.167184
5.177313 -3.680735 0.222404
2.566167 -4.435100 -0.231092
3.103512 6.197893 -0.098423
-17.856557 -9.630979 -0.304541
1.704829 -0.802090 -0.097078
-7.362181 -3.098806 0.269351
-2.893136 -2.466209 -0.198245
6.056446 6.483881 -0.356745
0.325735 0.603666 -0.048153
16.197892 12.500174 -0.140431
5.394495 -1.072271 -0.097627
1.766797 -9.033755 -0.029438
2.809738 0.462059 -0.136004
1.764447 -2.068308 0.171224
-0.134030 2.923248 -0.276417
-2.502041 -0.602560 0.149445
11.117832 -9.460950 -0.193705
-1.161817 -1.589156 0.015790
-3.171727 3.537055 0.175620
6.744382 -3.657079 0.202517
-9.638427 -7.722041 0.134216
-0.950303 -9.967808 -0.747525
2.259260 0.982317 -0.103645
-20.616310 -11.546454 0.072082
-0.725190 5.128440 0.016324
18.641210 -5.499165 -0.237342
4.434488 -3.767810 -0.007471
1.627767 -10.629475 -0.036425
-1.504872 -7.471778 0.064397
-6.136820 -2.300139 0.220977
-6.555295 7.568865 -0.169527
-2.910450 1.911780 -0.460747
-7.262378 3.433797 0.233976
-3.902228 9.374388 0.082354
-2.452339 13.484208 0.070751
-3.906710 9.850235 -0.104607
5.225516 -3.330404 -0.086450
-4.206193 6.243677 -0.175320
13.561189 11.860601 -0.075512
9.557165 -11.247089 0.189739
-8.005246 -1.869982 -0.080594
-3.614683 0.444248 -0.062321
-5.817407 -2.361806 0.036328
-0.069998 -0.550642 0.165464
11.622933 1.717851 -0.276672
-0.477625 5.151093 0.363969
-5.194235 3.840384 0.160790
-0.192979 -0.079447 0.500098
4.010953 14.167229 -0.085381
6.617213 -2.420998 -0.299465
-5.048427 9.255003 0.090627
6.029194 -19.547968 0.199214
-7.235199 -2.468906 0.076557
0.058382 12.981758 -0.007339
-7.413283 13.792838 -0.138310
0.720301 1.119007 -0.315761
-5.133230 -0.512102 -0.010935
13.790195 15.542744 -0.083124
-6.652291 0.952914 -0.253642
-13.645415 -2.345405 0.023382
11.281095 4.101305 0.454394
2.286767 2.718086 0.248772
3.574191 -0.512158 -0.064485
11.232744 3.667378 0.105840
-0.953159 -1.809318 -0.334699
-2.866897 -2.074334 0.198036
5.553626 1.723533 -0.020087
1.685472 0.465131 0.107971
-3.700929 4.543823 -0.215159
15.449298 28.948874 -0.058630
1.301137 -8.802530 0.293553
-3.304280 1.896150 0.083125
-1.264432 11.242325 -0.062708
3.489702 6.858200 -0.067757
-1.061772 -8.422423 0.012695
-0.571361 5.067019 0.086460
3.195748 8.407681 0.153367
0.979387 -3.080757 0.105366
0.607930 -1.643333 -0.007957
-0.433778 -0.455467 -0.126302
7.028063 -5.628649 0.001231
3.860077 0.065370 0.228190
-15.408155 -7.908720 -0.250423
3.301646 6.197738 -0.042204
-23.841270 -9.478215 0.589266
5.096509 -0.708933 0.095045
12.794311 -11.802091 -0.031109
-6.578983 -2.413293 0.229121
-8.394207 -15.606568 -0.183205
-7.032167 12.649058 -0.500620
1.412689 -5.732840 -0.205265
0.153753 -7.206265 -0.122309
-4.661732 23.818105 -0.002917
-2.834110 -2.718172 0.304216
2.325588 -0.872179 0.279988
0.559508 1.648585 -0.188431
-1.100114 3.456545 -0.018372
1.822305 -2.942812 0.159048
-1.936631 5.614832 0.185615
-0.820081 -3.161248 -0.027057
0.077576 -13.983329 0.465246
-1.334762 6.483965 -0.079735
2.303553 -0.277580 0.277918
6.384917 6.563480 0.001342
-3.938787 4.110782 0.209955
-8.081108 2.769132 0.169184
-13.173261 -8.724304 0.311700
-7.425711 -1.663256 0.114539
-2.135666 -4.607324 -0.040237
5.756552 -10.561699 -0.016422
-3.445685 3.038159 -0.107421
-10.880805 -10.329714 -0.374870
-3.154873 -1.462272 -0.012607
19.404828 -10.374838 -0.391955
4.943526 8.347978 0.058589
-0.764717 -1.483622 -0.228857
-4.698069 -3.984934 0.093073
1.167278 -8.394023 0.294232
11.626466 2.247812 -0.073495
-6.310043 -7.882346 0.008980
3.227933 -1.139213 0.242416
-9.209354 -2.387461 -0.438721
-0.107931 9.766718 0.283757
0.087940 -3.309498 0.032132
2.464875 -2.241000 -0.062167
1.441515 2.578039 0.391057
2.754116 1.327019 -0.737786
-7.062848 -14.392667 0.050073
3.876060 1.544345 0.280716
0.603781 2.182443 -0.242266
-2.279839 -12.791432 -0.169880
19.631694 -12.169675 0.344897
6.388766 2.937294 0.110936
9.528258 2.478341 -0.175881
1.439388 0.855325 0.002975
-0.089594 -2.078884 -0.117407
-7.055977 -2.641663 0.154001
3.253602 12.780222 0.103664
-5.569953 -2.805651 0.278584
0.502345 -0.602887 -0.206383
-1.184868 3.536965 -0.357381
-5.725052 3.660647 0.040088
6.108450 -4.132461 -0.194971
6.668825 4.933223 -0.588199
13.611612 -5.577018 -0.452316
-2.367799 15.650233 -0.178674
-5.636543 -2.937575 0.038780
17.834785 15.880757 -0.019395
-10.918112 -1.235930 0.004132
10.935362 -3.849486 -0.170793
2.379175 4.557458 -0.086959
-2.302786 1.673459 0.021769
0.165929 0.081614 0.147683
-0.760276 -0.532933 0.193257
-18.493879 22.412116 -0.128875
0.633601 -5.630192 -0.239809
-8.020712 0.083498 0.181398
3.894259 5.888450 0.074797
5.031438 -1.123758 -0.114536
-2.010496 1.929288 0.263118
-5.877993 2.903961 -0.000090
-1.615796 -3.405694 -0.175128
-2.421989 -4.968054 -0.221169
10.207527 5.384678 0.134512
6.729285 -9.687156 0.228018
-1.834458 4.777988 0.074463
3.634320 -6.536045 -0.049316
2.988445 1.830137 -0.064695
8.052572 0.635158 -0.297392
-3.164122 -0.130185 0.017853
-2.440786 -0.552262 -0.272780
-4.567166 -23.451874 -0.579527
6.121803 5.717928 -0.214281
2.227355 -17.373076 -0.054772
2.134287 -7.833216 0.108951
-10.221915 -6.511731 0.112022
10.205639 -8.527598 -0.128575
6.364198 0.142760 0.291603
0.435420 -5.701288 0.093163
-1.902197 -5.426709 -0.019619
-7.540086 -2.550131 -0.348684
-3.999611 -0.240401 -0.031019
10.765215 2.982929 0.028812
0.074832 -0.789471 -0.118749
-5.723498 0.076292 -0.303733
29.420194 -19.522634 -0.035813
-8.999972 28.717439 0.332941
1.193264 10.940644 0.051553
1.252562 -3.077638 0.009388
4.723108 -4.200000 -0.035790
4.805093 -3.275321 0.200976
14.995187 -3.413133 -0.069704
4.024123 0.739299 0.230497
4.006156 1.679537 0.163672
-9.424408 -6.063923 0.180967
6.972057 -2.100296 -0.266153
-5.666274 3.354427 -0.087253
14.345634 9.164414 0.058706
0.532360 3.101527 -0.241204
-0.673766 -4.329838 0.220837
-15.155449 -0.139645 -0.249201
2.602111 -2.900798 0.109210
4.682148 2.588429 -0.105844
3.589412 13.669805 -0.062520
-1.923869 7.922155 -0.227170
-6.035954 -1.149222 0.090473
-3.746790 -2.288790 -0.049546
0.963150 -1.600965 -0.360613
6.887711 4.618444 -0.424854
-11.291413 14.880797 -0.346960
-1.764211 -3.986356 -0.179113
0.818869 1.618483 -0.042879
20.303568 2.172041 0.273195
-0.020084 4.345175 0.172222
-15.725272 -8.617515 -0.174287
6.303090 -0.339047 -0.031894
9.043535 -0.629783 0.063171
6.029051 -0.271238 0.492392
1.734809 -2.726737 -0.087339
3.268527 5.538039 -0.041905
4.038276 4.875331 0.157117
-6.626990 3.693563 -0.003394
8.851935 -0.557575 0.090788
3.501647 12.955775 0.122216
-3.238204 -7.552435 0.115879
-2.293268 -2.046551 0.057323
-17.164252 4.134743 -0.104733
-2.476393 7.313083 -0.009169
-1.587374 1.860630 0.045251
2.763707 6.379260 -0.305628
0.691740 -12.510225 0.137590
-6.757362 -1.442854 -0.003453
-0.972521 8.301402 0.177036
-4.791094 -0.661242 0.172072
8.969775 5.303744 0.100130
-6.939125 0.202533 -0.043166
-7.276820 10.485910 0.324098
-4.531675 -0.418812 0.165603
0.641451 -6.552770 -0.052115
6.350249 11.731232 -0.632071
7.238276 -12.301314 -0.021176
-17.310371 -3.458505 0.142419
-5.565068 -4.143670 -0.095002
8.547748 -13.568976 -0.032445
0.055059 -5.264976 0.134829
-4.663308 1.507920 -0.232406
4.845251 3.845070 0.016308
-7.527829 -0.853685 0.218091
9.809453 5.202147 -0.124124
